group,ultimate_parent_name,ultimate_parent_country,deal_number_deal_id,borrower_issuer_name,borrower_issuer_country,year,closing_issue_filing_date,maturity_date,years_to_maturity,years_expired_31_12_2020,months_to_maturity,months_expired_31_12_2020,days_to_maturity,type_short,type_of_financing,description,use_of_proceeds,original_currency,principal_tranche_amount_in_mln_of_original_currency,principal_tranche_amount_in_mln_us,total_package_amount_in_mln_of_original_currency,total_package_amount_in_mln_us,interest_rate_coupon,interest_rate_is_proxy,borrower_issuer_cusip,isin,manager_name,manager_country,manager_role_participant_type,known_manager_commitment_amount_in_us_mln,per_investor_value_in_mln_us,percentage_of_principal_tranche_amount,investor_parent,investor_parent_country,source,database,profundo_ultimate_parent,profundo_borrower,si_target_market,deal_fee_income_us_mln,deal_fee_ratio,loan_interest_income,interest_period_used,total_income_us_mln,x44196,closing_issue_filing_quarter
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.60959253,0.5493,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.42668209,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.19225928,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.6080882,0.1367,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.007600737799563904,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.2774125,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.1664475,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,7.319222150000001,2.7719,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,1.95217118,0.7393,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.53505727,0.5814,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.38451857,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.19225928,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.7597034300000001,0.1837,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.010219386150946504,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.25777125,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.15466275,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,6.7096312199999995,2.6503,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,1.73163117,0.684,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.47180142,0.5814,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.36867352000000003,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.18433676000000002,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.84628342,0.2007,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.011162543396147865,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.26288625,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.15773175,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,8.23066908,2.6568,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.020926357979886342,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,2.51769277,0.8127,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.006401197726749829,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,2.06655554,0.6671,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.005254187796388041,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.8357120900000001,0.5926,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.004667271638175223,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam Luxembourg S.A.,Luxembourg,NA,NA,1.06914199,0.27,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.001957416561928945,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.22556860999999997,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,5.735049651808944e-4,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,2.5741549783311684e-4,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,1.07911228,0.2628,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0017484565366357903,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.82310728,0.2004,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.001333658534966643,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.153603,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,2.4887880100148846e-4,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. M. Finn & Co.,United Kingdom,NA,NA,0.0547819,0.01,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,5.17667906083096e-5,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2020,2020-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,1.29943059,0.7288,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2020', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2020,2020-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.77505363,0.2628,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2020', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.011546310017443167,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2020,2020-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.12567525,0.0383,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2020', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0016815014588509468,NA,4
